Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Company,Company response,Timely response?,Consumer disputed?,Delivery Time
1218532,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,OH,45040,JPMorgan Chase,Closed with explanation,Yes,,0
1218505,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,WA,98501,"MST Financial Services, L.L.C.",Closed with non-monetary relief,Yes,,0
1218921,Bank account or service,Other bank product/service,"Account opening, closing, or management",,MI,48103,JPMorgan Chase,Closed with explanation,Yes,,0
1218923,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,VA,23832,"Green Tree Servicing, LLC",Closed with non-monetary relief,Yes,,0
1217834,Credit card,,Credit determination,,WY,82435,Bank of the West,Closed with explanation,Yes,,5
1218128,Credit card,,Identity theft / Fraud / Embezzlement,,CA,92861,Capital One,In progress,Yes,,25
1217623,Debt collection,,Communication tactics,Called after sent written cease of comm,FL,33815,"Rausch, Sturm, Israel, Enerson & Hornik, LLC",Closed with explanation,Yes,,4
1219197,Credit reporting,,Incorrect information on credit report,Account terms,PA,19082,TransUnion,Closed with explanation,Yes,,1
1218912,Bank account or service,Checking account,Deposits and withdrawals,,CA,90266,Wells Fargo,Closed with explanation,Yes,,0
1217465,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,SD,57201,Ocwen,Closed with explanation,Yes,,5
1218778,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,UT,84341,"Express Recovery Services, Inc.",Closed,Yes,,0
1218134,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,MD,20745,Experian,Closed with non-monetary relief,Yes,,0
1218697,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,LA,70079,"Green Tree Servicing, LLC",Closed with monetary relief,Yes,Yes,0
1219231,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,AR,72904,Account Resolution Corporation,Closed with explanation,Yes,Yes,0
1218831,Consumer loan,Vehicle loan,Problems when you are unable to pay,,OH,45215,Portage Financial Services Company Inc.,Closed with explanation,Yes,,6
1218857,Bank account or service,Checking account,"Account opening, closing, or management",,MN,55433,Wells Fargo,Closed with explanation,Yes,,4
1218828,Consumer loan,Vehicle loan,Problems when you are unable to pay,,OH,44138,Ally Financial Inc.,Closed with explanation,Yes,,3
1218899,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,FL,33603,Equifax,Closed with explanation,Yes,Yes,0
1218455,Bank account or service,Checking account,Problems caused by my funds being low,,MI,49203,Comerica,Closed with explanation,Yes,,0
1218657,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NY,11420,"Unique Management Services, Inc",Closed with explanation,Yes,,0
1217569,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,OH,44140,JPMorgan Chase,Closed with explanation,Yes,,3
1219305,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,MD,21921,TransUnion,Closed with explanation,Yes,,1
1218980,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",,FL,33762,Bank of America,Closed with explanation,Yes,Yes,5
1218609,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,93312,Transworld Systems Inc.,In progress,Yes,,0
1218593,Credit card,,Forbearance / Workout plans,,NY,11710,Citibank,Closed with explanation,Yes,,0
1217487,Bank account or service,Checking account,Using a debit or ATM card,,GA,31204,SunTrust Bank,Closed with monetary relief,Yes,Yes,5
1218380,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,MA,2021,"Gragil Associates, Inc.",In progress,Yes,,0
1219302,Debt collection,"Other (phone, health club, etc.)",Taking/threatening an illegal action,Seized/Attempted to seize property,CA,94609,U.S. Bancorp,Closed with explanation,Yes,Yes,1
1217484,Consumer loan,Vehicle loan,Managing the loan or lease,,PA,15668,Ally Financial Inc.,Closed with explanation,Yes,,0
1218225,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,AZ,85029,Experian,Closed with explanation,Yes,,5
1218207,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,32712,Experian,Closed with non-monetary relief,Yes,,0
1218403,Credit reporting,,Incorrect information on credit report,Account status,NY,10913,TransUnion,Closed with explanation,Yes,,0
1218180,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",,GA,30338,JPMorgan Chase,Closed with explanation,Yes,,0
1218754,Credit reporting,,Incorrect information on credit report,Account status,NY,13053,TransUnion,Closed with explanation,Yes,Yes,0
1219166,Credit reporting,,Incorrect information on credit report,Account terms,TX,77066,Equifax,Closed with explanation,Yes,Yes,0
1218255,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,MN,55372,TransUnion,Closed with explanation,Yes,,14
1218889,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,32904,Experian,Closed with explanation,Yes,,0
1217975,Credit reporting,,Incorrect information on credit report,Account status,FL,34609,TransUnion,Closed with explanation,Yes,Yes,12
1217483,Credit card,,Identity theft / Fraud / Embezzlement,,PA,15668,Capital One,Closed with explanation,Yes,,5
1217885,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FL,34741,Stellar Recovery Inc.,Closed with explanation,Yes,,0
1218890,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,32904,Experian,Closed with explanation,Yes,,0
1218435,Mortgage,Other mortgage,Credit decision / Underwriting,,IN,46032,Pulte Mortgage,In progress,Yes,,6
1219224,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,OH,44254,Citibank,Closed with explanation,Yes,,1
1218750,Bank account or service,Checking account,Deposits and withdrawals,,CA,94580,East West Bank,Closed,Yes,,5
1218191,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,IL,60491,Medical Business Bureau,Closed with explanation,Yes,,7
1218858,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,CA,94550,Tenet HealthCare Corporation,Closed with explanation,Yes,,0
1218251,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NY,11542,HSBC,Closed with explanation,Yes,,5
1217917,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,FL,33785,TransUnion,Closed with non-monetary relief,Yes,,0
1217558,Credit card,,Billing disputes,,NY,11223,Amex,Closed with explanation,Yes,Yes,0
1218925,Credit reporting,,Incorrect information on credit report,Information is not mine,MD,21061,TransUnion,Closed with explanation,Yes,,3
1218168,Consumer loan,Pawn loan,Payment to acct not credited,,NY,14141,USAA Savings,Closed with explanation,Yes,,3
1218669,Credit reporting,,Incorrect information on credit report,Account status,FL,33617,Experian,Closed with non-monetary relief,Yes,Yes,0
1218525,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,IL,60477,BMO Harris,Closed with explanation,Yes,,0
1218917,Debt collection,,Communication tactics,Frequent or repeated calls,PA,16701,Encore Capital Group,Closed with non-monetary relief,Yes,Yes,0
1218884,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,32043,Navy FCU,In progress,Yes,,5
1217977,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,PA,18064,Nationstar Mortgage,Closed with explanation,Yes,,0
1218553,Bank account or service,Checking account,Problems caused by my funds being low,,PA,18974,RBS Citizens,Closed with monetary relief,Yes,,5
1218764,Credit card,,Late fee,,HI,96782,Bank of America,Closed with non-monetary relief,Yes,Yes,5
1218972,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,FL,32962,PNC Bank,Closed with explanation,Yes,,0
1218794,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,IL,60620,"The CBE Group, Inc.",Closed with explanation,Yes,,6
1218780,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,SC,29202,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,,5
1219236,Student loan,Non-federal student loan,Can't repay my loan,,WI,53204,JPMorgan Chase,Closed with explanation,Yes,,0
1217514,Credit card,,Transaction issue,,CA,95035,Amex,Closed with explanation,Yes,Yes,5
1218967,Credit card,,Credit card protection / Debt protection,,SC,29485,GE Capital Retail,Closed with monetary relief,Yes,,6
1218340,Debt collection,Non-federal student loan,Improper contact or sharing of info,Contacted me after I asked not to,TX,78109,Regional Management Corp.,Closed with explanation,Yes,,0
1218983,Mortgage,Conventional fixed mortgage,Settlement process and costs,,CA,94122,Ocwen,Closed with explanation,Yes,Yes,0
1218810,Mortgage,VA mortgage,"Application, originator, mortgage broker",,PA,19522,GE Capital Retail,Closed with explanation,Yes,,6
1218527,Credit reporting,,Incorrect information on credit report,Information is not mine,PA,17331,JPMorgan Chase,Closed with non-monetary relief,Yes,,5
1218786,Debt collection,Federal student loan,Disclosure verification of debt,Right to dispute notice not received,MN,55458,Performant Financial Corporation,Closed with explanation,Yes,,0
1218908,Credit reporting,,Incorrect information on credit report,Account status,SC,29651,Equifax,Closed with explanation,Yes,,12
1217610,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NY,11232,TransUnion,Closed with explanation,Yes,,0
1218141,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,MD,21502,Equifax,Closed with non-monetary relief,Yes,,25
1218808,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,GA,30067,"National Credit Systems,Inc.",In progress,Yes,,0
1218957,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,NY,10309,"Commonwealth Financial Systems, Inc.",Closed with explanation,Yes,Yes,0
1218619,Debt collection,Credit card,Taking/threatening an illegal action,Sued w/o proper notification of suit,GA,30084,Greene & Cooper Collections LLC,Closed with explanation,Yes,Yes,0
1217571,Credit card,,Late fee,,MA,2122,GE Capital Retail,Closed with monetary relief,Yes,,5
1217856,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,FL,32164,SunTrust Bank,Closed with explanation,Yes,,0
1217897,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,TX,77365,"Credit Protection Association, L.P.",Closed with explanation,Yes,,0
1218139,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,21502,Experian,Closed with explanation,Yes,,25
1217979,Bank account or service,Checking account,"Making/receiving payments, sending money",,NY,11436,TD Bank,Closed with explanation,Yes,,3
1218549,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,GA,30184,West Corporation,In progress,Yes,,0
1217956,Credit card,,Identity theft / Fraud / Embezzlement,,MN,55438,Discover,Closed with monetary relief,Yes,,0
1217620,Credit card,,APR or interest rate,,AR,72758,JPMorgan Chase,Closed with explanation,Yes,Yes,0
1218350,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,TX,78748,"Pacific Union Financial, LLC",Closed with explanation,Yes,,0
1218491,Credit reporting,,Incorrect information on credit report,Account status,GA,30701,Equifax,Closed with explanation,Yes,,0
1217882,Debt collection,,Communication tactics,Frequent or repeated calls,RI,2896,"Ascension Point Recovery Services, LLC",Closed with non-monetary relief,Yes,,0
1218369,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,MT,59715,Experian,Closed with non-monetary relief,Yes,,0
1217498,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,CO,80013,"Revenue Enterprises, LLC",Closed with explanation,Yes,Yes,0
1218248,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,MN,55101,Wells Fargo,Closed with explanation,Yes,,5
1218991,Credit card,,Credit determination,,VA,20111,JPMorgan Chase,Closed with non-monetary relief,Yes,,0
1217497,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,DE,19899,Solidus Group LLC.,Closed with explanation,Yes,,0
1218784,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,NJ,8030,"NetSpend Corporation,  a TSYS Company",Closed with explanation,Yes,,6
1219182,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,FL,33615,TransUnion,Closed with explanation,Yes,Yes,6
1218661,Mortgage,Conventional fixed mortgage,Settlement process and costs,,ND,58554,"Quality Title, Inc.",Closed with explanation,Yes,,20
1219319,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,OR,97045,Equifax,Closed with non-monetary relief,Yes,,1
1218018,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CT,6511,Citibank,Closed with explanation,Yes,,5
1218234,Student loan,Non-federal student loan,Dealing with my lender or servicer,,SC,29730,Sallie Mae,Closed with explanation,Yes,,5
1217768,Credit reporting,,Incorrect information on credit report,Account terms,CA,92210,Equifax,Closed with explanation,Yes,,5
1218006,Debt collection,Auto,Communication tactics,Frequent or repeated calls,MI,48328,Nationwide Acceptance LLC,Closed with explanation,Yes,,0
1217949,Credit card,,Customer service / Customer relations,,RI,2920,Citibank,Closed with non-monetary relief,Yes,,0
1217760,Student loan,Non-federal student loan,Dealing with my lender or servicer,,WI,53151,AES/PHEAA,Closed with explanation,Yes,,0
1217919,Bank account or service,Checking account,"Account opening, closing, or management",,FL,33014,Banco Popular North America,Closed with explanation,Yes,Yes,0
1217876,Consumer loan,Title loan,Charged fees or interest I didn't expect,,MI,48064,Citibank,Closed with explanation,Yes,,3
1218209,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,32712,Experian,Closed with explanation,Yes,,5
1219351,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,KY,41091,"Caliber Home Loans, Inc",Closed with explanation,Yes,,1
1218604,Mortgage,Other mortgage,"Application, originator, mortgage broker",,WI,53090,"American Financial Resources, Inc.",In progress,Yes,,11
1217572,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,TX,75227,"Nevada Credico, Inc.",Closed with explanation,Yes,,0
1217480,Debt collection,,Disclosure verification of debt,Not disclosed as an attempt to collect,PA,15668,"Convergent Resources, Inc.",Closed with explanation,Yes,,0
1218330,Credit reporting,,Incorrect information on credit report,Public record,CA,93441,Experian,Closed with non-monetary relief,Yes,,12
1218531,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,OH,45040,"Dynamic Recovery Solutions, LLC",Closed with non-monetary relief,Yes,,5
1218913,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,32904,TransUnion,Closed with explanation,Yes,,0
1218793,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened to sue on too old debt,AZ,85730,CNG Financial Corporation,Closed with explanation,Yes,,0
1217564,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,FL,33131,JPMorgan Chase,Closed with explanation,Yes,Yes,0
1217773,Credit card,,Other,,MA,1904,Bank of America,Closed with explanation,Yes,Yes,0
1219326,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,76904,"Kroll, Inc",Closed with explanation,Yes,,1
1218274,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,WI,53149,"CCS Financial Services, Inc.",Closed with explanation,Yes,,5
1217503,Credit reporting,,Incorrect information on credit report,Account terms,,85341,TransUnion,Closed with explanation,Yes,,0
1218155,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,IA,51501,Hewitt-Capital,Closed with explanation,Yes,,5
1217766,Consumer loan,Installment loan,Problems when you are unable to pay,,PA,19446,Citibank,Closed with explanation,Yes,,5
1217806,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TN,37206,"PennyMac Loan Services, LLC",Closed with explanation,Yes,,0
1218247,Credit card,,Billing statement,,IL,62702,GE Capital Retail,Closed with monetary relief,Yes,,5
1217508,Credit reporting,,Credit reporting company's investigation,Investigation took too long,MD,20781,Experian,Closed with non-monetary relief,Yes,,0
1217836,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,TX,77489,Ocwen,Closed with explanation,Yes,,5
1218208,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FL,32712,AllianceOne Recievables Management,Closed with explanation,Yes,,0
1217552,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,OH,43566,"Green Tree Servicing, LLC",Closed with explanation,Yes,,0
1217997,Money transfers,International money transfer,Money was not available when promised,,TN,38018,SunTrust Bank,Closed with monetary relief,Yes,,0
1217578,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,OK,73162,Nationstar Mortgage,Closed with explanation,Yes,,0
1219534,Credit card,,Closing/Cancelling account,,MI,48104,U.S. Bancorp,Closed with explanation,Yes,Yes,1
1218284,Payday loan,,Charged fees or interest I didn't expect,,WI,54538,"EZCORP, Inc.",Closed,Yes,,10
1217850,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,FL,32244,U.S. Bancorp,Closed with explanation,Yes,,5
1217998,Consumer loan,Installment loan,Problems when you are unable to pay,,LA,71354,Tower Loan,Closed with explanation,Yes,,5
1218022,Credit card,,Closing/Cancelling account,,NE,68005,Pentagon FCU,Closed with non-monetary relief,Yes,,0
1218081,Bank account or service,Checking account,"Account opening, closing, or management",,TX,77351,Bank of America,Closed with explanation,Yes,,0
1218698,Bank account or service,Savings account,"Account opening, closing, or management",,CA,92802,Bank of America,Closed with explanation,Yes,,4
1219167,Credit reporting,,Incorrect information on credit report,Account terms,TX,77066,TransUnion,Closed with non-monetary relief,Yes,,0
1217619,Bank account or service,Checking account,Problems caused by my funds being low,,MD,20878,BB&T Financial,Closed with explanation,Yes,,0
1217452,Credit reporting,,Incorrect information on credit report,Account status,NH,3802,Experian,Closed with explanation,Yes,,5
1217950,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,FL,33144,NCSPLUS INCORPORATED,Closed with explanation,Yes,Yes,4
1218848,Bank account or service,Checking account,"Account opening, closing, or management",,FL,33428,TD Bank,Closed with monetary relief,Yes,,3
1219317,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,NY,10550,TransUnion,Closed with non-monetary relief,Yes,,1
1218964,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,92056,Navient,Closed with explanation,Yes,,5
1218379,Bank account or service,Checking account,Using a debit or ATM card,,GA,30034,SunTrust Bank,Closed with explanation,Yes,,0
1218727,Credit reporting,,Incorrect information on credit report,Personal information,CA,93004,Equifax,Closed with explanation,Yes,Yes,0
1217978,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,SC,29170,Ocwen,Closed with explanation,No,,0
1219519,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Threatened to take legal action,WA,98258,Credit International Corporation,Closed with explanation,Yes,,5
1217865,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,NJ,8021,"Green Tree Servicing, LLC",Closed with non-monetary relief,Yes,,0
1218376,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,OR,97504,Nationstar Mortgage,Closed with explanation,Yes,,5
1219292,Credit card,,Identity theft / Fraud / Embezzlement,,NY,11215,Capital One,Closed with explanation,Yes,,5
1218333,Credit card,,Credit determination,,KY,40383,GE Capital Retail,Closed with non-monetary relief,Yes,,5
1218766,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,FL,32825,Citibank,Closed with explanation,Yes,,0
1218510,Bank account or service,Checking account,"Account opening, closing, or management",,FL,33462,Wells Fargo,Closed with explanation,Yes,Yes,0
1218249,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,MN,55073,JPMorgan Chase,Closed with explanation,Yes,,5
1219251,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TX,77379,Seterus,In progress,Yes,,1
1219312,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NH,3833,"Client Services, Inc.",Closed with explanation,Yes,,1
1217778,Debt collection,Credit card,Communication tactics,Used obscene/profane/abusive language,AZ,85378,JPMorgan Chase,Closed with explanation,Yes,Yes,0
1217579,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,90278,"Caliber Home Loans, Inc",Closed with explanation,Yes,Yes,0
1217582,Credit reporting,,Credit monitoring or identity protection,Account terms and changes,WA,98011,Equifax,Closed with non-monetary relief,Yes,,0
1219311,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,NV,89193,Clark County Collection Service,Closed with explanation,Yes,,1
1217539,Credit card,,Identity theft / Fraud / Embezzlement,,NC,28273,GE Capital Retail,Closed with non-monetary relief,Yes,,0
1218528,Credit card,,Identity theft / Fraud / Embezzlement,,CA,93950,Capital One,Closed with explanation,Yes,,0
1219345,Consumer loan,Vehicle loan,Problems when you are unable to pay,,TN,37864,Santander Consumer USA,Closed with explanation,Yes,,1
1218089,Credit reporting,,Incorrect information on credit report,Account status,LA,70727,TransUnion,Closed with explanation,Yes,,35
1218273,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NV,89502,"Stoneleigh Recovery Associates, LLC",Closed with non-monetary relief,Yes,Yes,0
1217867,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,GA,30016,Ocwen,Closed with explanation,Yes,,0
1218385,Money transfers,International money transfer,Money was not available when promised,,TX,79703,Western Union,Closed with monetary relief,Yes,,0
1217580,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,OH,44084,Revenue Assistance Corporation dba Revenue Group,Closed with explanation,Yes,Yes,0
1217599,Credit reporting,,Incorrect information on credit report,Information is not mine,,21117,TransUnion,Closed with non-monetary relief,Yes,,0
1217617,Credit reporting,,Incorrect information on credit report,Account terms,,97068,Experian,Closed with explanation,Yes,,0
1217568,Mortgage,Home equity loan or line of credit,"Application, originator, mortgage broker",,PA,19152,TD Bank,Closed with non-monetary relief,Yes,,5
1217581,Debt collection,"Other (phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,AR,72632,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,Yes,0
1219282,Prepaid card,Other special purpose card,Unauthorized transactions/trans. issues,,CA,94804,Amex,Closed with explanation,Yes,,3
1217583,Credit reporting,,Credit monitoring or identity protection,Account terms and changes,WA,98011,Experian,Closed with non-monetary relief,Yes,,0
1218071,Bank account or service,Checking account,"Account opening, closing, or management",,MD,21223,PNC Bank,Closed with monetary relief,Yes,Yes,0
1218867,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,IL,60473,Citibank,Closed with explanation,Yes,,0
1217481,Bank account or service,Other bank product/service,"Account opening, closing, or management",,PA,15668,M&T Bank,Closed with explanation,Yes,,0
1218227,Debt collection,Non-federal student loan,Communication tactics,Frequent or repeated calls,PA,15221,"National Enterprise Systems, Inc.",Closed with explanation,Yes,,0
1217591,Debt collection,Mortgage,Improper contact or sharing of info,Talked to a third party about my debt,NJ,7054,Citibank,Closed with explanation,Yes,Yes,0
1218364,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,MD,21701,Citibank,Closed with monetary relief,Yes,,0
1218981,Debt collection,Auto,Cont'd attempts collect debt not owed,Debt is not mine,IL,60618,"Wilber and Associates, P.C.",Closed with explanation,Yes,Yes,10
1218986,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,FL,32792,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,,0
1218419,Debt collection,Credit card,Taking/threatening an illegal action,Sued w/o proper notification of suit,MO,64834,GE Capital Retail,Closed with explanation,Yes,Yes,0
1217826,Credit reporting,,Incorrect information on credit report,Personal information,KS,67156,Equifax,Closed with explanation,Yes,,25
1218517,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,95765,Capital One,Closed with explanation,Yes,,0
1217985,Bank account or service,Checking account,Deposits and withdrawals,,GA,31146,Scottrade Bank,Closed with non-monetary relief,Yes,,0
1217507,Credit reporting,,Incorrect information on credit report,Information is not mine,MD,20781,Equifax,Closed with explanation,Yes,Yes,0
1218028,Credit card,,Other,,NY,14228,Bank of America,Closed with explanation,Yes,,0
1218667,Consumer loan,Vehicle loan,Managing the loan or lease,,TN,37209,Capital One,Closed with explanation,Yes,,0
1218896,Credit card,,Sale of account,,FL,33679,GE Capital Retail,Closed with explanation,Yes,,5
1217573,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,OH,44130,Revenue Assistance Corporation dba Revenue Group,Closed with explanation,Yes,,0
1218958,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,NY,10309,"ONLINE Information Services, Inc.",Closed with explanation,Yes,,0
1219523,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,GA,30041,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,,1
1219299,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,LA,70058,"Pinnacle Credit Services, LLC",Closed with explanation,Yes,,5
1218228,Debt collection,Non-federal student loan,Communication tactics,Frequent or repeated calls,PA,15221,Navient,Closed with explanation,Yes,,0
1218083,Credit card,,Credit card protection / Debt protection,,CA,93449,Barclays,Closed with monetary relief,Yes,,0
1217946,Bank account or service,Checking account,Using a debit or ATM card,,MO,65284,Commerce Bank,In progress,No,,0
1218103,Payday loan,,Can't contact lender,,FL,33592,Insight Capital LLC (NV),Untimely response,No,,14
1218353,Credit card,,Transaction issue,,NY,10128,JPMorgan Chase,Closed with explanation,Yes,,5
1217490,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,GA,30281,"Array Services Group, Inc.",Closed with explanation,Yes,,5
1217971,Student loan,Non-federal student loan,Can't repay my loan,,IN,46321,Navient,Closed with explanation,Yes,,5
1218408,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,91344,Focus Holding Company,Closed with explanation,Yes,,0
1218658,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,11420,Experian,Closed with explanation,Yes,,0
1218456,Credit reporting,,Incorrect information on credit report,Account status,VA,22407,Experian,Closed with explanation,Yes,Yes,0
1219315,Credit reporting,,Incorrect information on credit report,Public record,CA,90014,TransUnion,Closed with non-monetary relief,Yes,,1
1217593,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,NC,27101,Nationstar Mortgage,Closed with explanation,Yes,Yes,0
1219189,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,PA,15668,TransUnion,Closed with explanation,Yes,Yes,1
1218254,Credit card,,Credit line increase/decrease,,MN,55372,GE Capital Retail,Closed with explanation,Yes,Yes,5
1217611,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NY,11373,Nationstar Mortgage,Closed with explanation,Yes,,0
1217598,Debt collection,,Communication tactics,Frequent or repeated calls,UT,84078,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,Yes,,0
1217595,Credit reporting,,Incorrect information on credit report,Account status,NY,10456,Equifax,Closed with non-monetary relief,Yes,Yes,0
1219273,Student loan,Non-federal student loan,Can't repay my loan,,AZ,86303,Navient,Closed with explanation,Yes,Yes,3
1217556,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,32968,Equifax,Closed with explanation,Yes,,0
1217869,Mortgage,VA mortgage,Credit decision / Underwriting,,PA,19115,Flagstar Bank,Closed with explanation,Yes,Yes,0
1218176,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,WA,99353,Ocwen,Closed with explanation,Yes,,0
1219322,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,TX,76110,TransUnion,Closed with explanation,Yes,,1
1218048,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,CA,92344,Nationstar Mortgage,Closed with explanation,Yes,,0
1218045,Debt collection,Medical,Communication tactics,Threatened to take legal action,TX,76060,"ProCollect, Inc",Closed with explanation,Yes,Yes,0
1217540,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,TX,77574,Equifax,Closed with non-monetary relief,Yes,,5
1217792,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,MI,49203,Encore Capital Group,Closed with explanation,Yes,Yes,0
